cla_age_5,sexe,dept,Ntop,Npop,prev,Niveau prioritaire,no2,o3,pm10
00-04,1,91,,45170,,3,28.649315068493152,34.536986301369865,30.945205479452056
00-04,1,94,,47410,,3,33.66027397260274,31.40821917808219,33.74520547945205
00-04,2,75,,52570,,3,36.11232876712329,29.65205479452055,34.893150684931506
00-04,2,78,,44760,,3,27.378082191780823,35.106849315068494,31.126027397260277
00-04,2,93,,61820,,3,35.93150684931507,32.013698630136986,34.78904109589041
00-04,2,94,,45680,,3,33.66027397260274,31.40821917808219,33.74520547945205
05-09,1,75,,49550,,3,36.11232876712329,29.65205479452055,34.893150684931506
05-09,1,91,,45440,,3,28.649315068493152,34.536986301369865,30.945205479452056
05-09,1,92,,51480,,3,33.57260273972603,31.04383561643836,33.69315068493151
05-09,1,95,,46110,,3,31.115068493150684,35.342465753424655,33.05205479452055
05-09,2,91,,43540,,3,28.649315068493152,34.536986301369865,30.945205479452056
05-09,2,93,,57610,,3,35.93150684931507,32.013698630136986,34.78904109589041
05-09,2,94,,43220,,3,33.66027397260274,31.40821917808219,33.74520547945205
05-09,2,0,,380000,,3,,,
05-09,9,92,,100790,,3,33.57260273972603,31.04383561643836,33.69315068493151
05-09,9,93,,117690,,3,35.93150684931507,32.013698630136986,34.78904109589041
05-09,9,94,,88290,,3,33.66027397260274,31.40821917808219,33.74520547945205
05-09,9,0,,777230,,3,,,
10-14,1,91,,41920,,3,28.649315068493152,34.536986301369865,30.945205479452056
10-14,1,92,,46990,,3,33.57260273972603,31.04383561643836,33.69315068493151
10-14,1,95,,42000,,3,31.115068493150684,35.342465753424655,33.05205479452055
10-14,1,0,,365830,,3,,,
10-14,2,0,,352050,,3,,,
10-14,9,75,,93010,,3,36.11232876712329,29.65205479452055,34.893150684931506
10-14,9,77,,91650,,3,30.12328767123288,35.38904109589041,33.2054794520548
10-14,9,91,,82420,,3,28.649315068493152,34.536986301369865,30.945205479452056
10-14,9,94,,79960,,3,33.66027397260274,31.40821917808219,33.74520547945205
15-19,1,77,,43090,,3,30.12328767123288,35.38904109589041,33.2054794520548
15-19,1,91,,38130,,3,28.649315068493152,34.536986301369865,30.945205479452056
15-19,1,93,,45230,,3,35.93150684931507,32.013698630136986,34.78904109589041
15-19,1,94,,36830,,3,33.66027397260274,31.40821917808219,33.74520547945205
15-19,1,95,,37160,,3,31.115068493150684,35.342465753424655,33.05205479452055
15-19,2,75,,46590,,3,36.11232876712329,29.65205479452055,34.893150684931506
15-19,2,91,,38350,,3,28.649315068493152,34.536986301369865,30.945205479452056
15-19,9,78,,88430,,3,27.378082191780823,35.106849315068494,31.126027397260277
15-19,9,95,,74590,,3,31.115068493150684,35.342465753424655,33.05205479452055
15-19,9,0,,666890,,3,,,
20-24,1,92,,37790,,3,33.57260273972603,31.04383561643836,33.69315068493151
20-24,1,94,,33650,,3,33.66027397260274,31.40821917808219,33.74520547945205
20-24,2,75,,67360,,3,36.11232876712329,29.65205479452055,34.893150684931506
20-24,2,91,,39280,,3,28.649315068493152,34.536986301369865,30.945205479452056
20-24,9,75,,117860,,3,36.11232876712329,29.65205479452055,34.893150684931506
20-24,9,78,,80370,,3,27.378082191780823,35.106849315068494,31.126027397260277
20-24,9,95,,70110,,3,31.115068493150684,35.342465753424655,33.05205479452055
25-29,1,93,,47390,,3,35.93150684931507,32.013698630136986,34.78904109589041
25-29,1,0,,376740,,3,,,
25-29,2,77,,46350,,3,30.12328767123288,35.38904109589041,33.2054794520548
25-29,2,92,,59980,,3,33.57260273972603,31.04383561643836,33.69315068493151
25-29,2,93,,59800,,3,35.93150684931507,32.013698630136986,34.78904109589041
25-29,2,94,,51350,,3,33.66027397260274,31.40821917808219,33.74520547945205
25-29,9,75,,204180,,3,36.11232876712329,29.65205479452055,34.893150684931506
25-29,9,78,,83770,,3,27.378082191780823,35.106849315068494,31.126027397260277
25-29,9,91,,82160,,3,28.649315068493152,34.536986301369865,30.945205479452056
25-29,9,95,,79280,,3,31.115068493150684,35.342465753424655,33.05205479452055
30-34,1,75,,84880,,3,36.11232876712329,29.65205479452055,34.893150684931506
30-34,1,95,,38840,,3,31.115068493150684,35.342465753424655,33.05205479452055
30-34,1,0,,392060,,3,,,
30-34,2,75,,96070,,3,36.11232876712329,29.65205479452055,34.893150684931506
30-34,2,91,,45930,,3,28.649315068493152,34.536986301369865,30.945205479452056
30-34,2,93,,62110,,3,35.93150684931507,32.013698630136986,34.78904109589041
30-34,2,94,,52770,,3,33.66027397260274,31.40821917808219,33.74520547945205
30-34,2,95,,46600,,3,31.115068493150684,35.342465753424655,33.05205479452055
30-34,9,78,,87630,,3,27.378082191780823,35.106849315068494,31.126027397260277
30-34,9,94,,95930,,3,33.66027397260274,31.40821917808219,33.74520547945205
30-34,9,95,,85440,,3,31.115068493150684,35.342465753424655,33.05205479452055
35-39,1,75,,74250,,3,36.11232876712329,29.65205479452055,34.893150684931506
35-39,1,77,,43570,,3,30.12328767123288,35.38904109589041,33.2054794520548
35-39,1,78,,44510,,3,27.378082191780823,35.106849315068494,31.126027397260277
35-39,1,91,,40200,,3,28.649315068493152,34.536986301369865,30.945205479452056
35-39,1,94,,44550,,3,33.66027397260274,31.40821917808219,33.74520547945205
35-39,1,95,,40760,,3,31.115068493150684,35.342465753424655,33.05205479452055
35-39,1,0,20.0,396710,0.005,3,,,
35-39,2,77,,50210,,3,30.12328767123288,35.38904109589041,33.2054794520548
35-39,2,78,,50430,,3,27.378082191780823,35.106849315068494,31.126027397260277
35-39,2,93,,60590,,3,35.93150684931507,32.013698630136986,34.78904109589041
35-39,9,78,,94930,,3,27.378082191780823,35.106849315068494,31.126027397260277
35-39,9,95,,86760,,3,31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,77,,44370,,3,30.12328767123288,35.38904109589041,33.2054794520548
40-44,1,78,,46970,,3,27.378082191780823,35.106849315068494,31.126027397260277
40-44,2,78,,50180,,3,27.378082191780823,35.106849315068494,31.126027397260277
40-44,2,94,,47560,,3,33.66027397260274,31.40821917808219,33.74520547945205
40-44,2,95,,42310,,3,31.115068493150684,35.342465753424655,33.05205479452055
40-44,9,75,10.0,144620,0.008,3,36.11232876712329,29.65205479452055,34.893150684931506
40-44,9,91,,85230,,3,28.649315068493152,34.536986301369865,30.945205479452056
40-44,9,93,10.0,106030,0.013,3,35.93150684931507,32.013698630136986,34.78904109589041
40-44,9,94,,92080,,3,33.66027397260274,31.40821917808219,33.74520547945205
40-44,9,0,80.0,812810,0.01,3,,,
45-49,1,75,10.0,70290,0.016,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,1,77,,46820,,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,1,94,,43790,,3,33.66027397260274,31.40821917808219,33.74520547945205
45-49,1,95,,39810,,3,31.115068493150684,35.342465753424655,33.05205479452055
45-49,2,75,,72340,,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,2,91,,45260,,3,28.649315068493152,34.536986301369865,30.945205479452056
45-49,2,94,,47030,,3,33.66027397260274,31.40821917808219,33.74520547945205
45-49,2,0,80.0,417080,0.02,3,,,
45-49,9,75,20.0,142630,0.013,3,36.11232876712329,29.65205479452055,34.893150684931506
45-49,9,77,20.0,97180,0.023,3,30.12328767123288,35.38904109589041,33.2054794520548
45-49,9,92,20.0,109520,0.02,3,33.57260273972603,31.04383561643836,33.69315068493151
45-49,9,93,20.0,101670,0.024,3,35.93150684931507,32.013698630136986,34.78904109589041
50-54,1,94,30.0,42450,0.078,3,33.66027397260274,31.40821917808219,33.74520547945205
50-54,2,0,190.0,405690,0.046,3,,,
50-54,9,91,40.0,85920,0.043,3,28.649315068493152,34.536986301369865,30.945205479452056
50-54,9,92,40.0,103760,0.04,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,75,50.0,59070,0.086,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,1,78,40.0,42510,0.092,3,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,92,50.0,42390,0.113,3,33.57260273972603,31.04383561643836,33.69315068493151
55-59,1,93,50.0,42360,0.12,3,35.93150684931507,32.013698630136986,34.78904109589041
55-59,1,94,40.0,38660,0.101,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,1,95,50.0,35640,0.126,3,31.115068493150684,35.342465753424655,33.05205479452055
55-59,1,0,370.0,340400,0.107,3,,,
55-59,2,91,30.0,40080,0.082,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,9,75,110.0,125310,0.089,3,36.11232876712329,29.65205479452055,34.893150684931506
55-59,9,91,80.0,78460,0.101,3,28.649315068493152,34.536986301369865,30.945205479452056
55-59,9,94,70.0,81080,0.081,3,33.66027397260274,31.40821917808219,33.74520547945205
55-59,9,95,80.0,74640,0.113,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,77,80.0,35490,0.22,3,30.12328767123288,35.38904109589041,33.2054794520548
60-64,1,78,90.0,35050,0.243,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,2,95,50.0,33430,0.141,3,31.115068493150684,35.342465753424655,33.05205479452055
60-64,2,0,470.0,323050,0.146,3,,,
60-64,9,78,140.0,74390,0.188,3,27.378082191780823,35.106849315068494,31.126027397260277
60-64,9,91,110.0,64580,0.17,3,28.649315068493152,34.536986301369865,30.945205479452056
60-64,9,93,140.0,76170,0.181,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,1,77,130.0,31710,0.41,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,1,95,70.0,26280,0.263,3,31.115068493150684,35.342465753424655,33.05205479452055
65-69,2,77,60.0,34230,0.175,3,30.12328767123288,35.38904109589041,33.2054794520548
65-69,2,91,60.0,30400,0.181,3,28.649315068493152,34.536986301369865,30.945205479452056
65-69,2,93,60.0,32690,0.187,3,35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,94,70.0,32510,0.206,3,33.66027397260274,31.40821917808219,33.74520547945205
65-69,2,0,550.0,292190,0.188,3,,,
65-69,9,75,280.0,109750,0.259,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,75,200.0,40700,0.484,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,1,78,120.0,26450,0.454,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,1,92,110.0,25080,0.443,3,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,78,60.0,28740,0.205,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,2,91,50.0,24060,0.224,3,28.649315068493152,34.536986301369865,30.945205479452056
70-74,2,93,40.0,22680,0.185,3,35.93150684931507,32.013698630136986,34.78904109589041
70-74,2,94,60.0,24980,0.24,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,9,75,340.0,90510,0.373,3,36.11232876712329,29.65205479452055,34.893150684931506
70-74,9,78,180.0,55190,0.324,3,27.378082191780823,35.106849315068494,31.126027397260277
70-74,9,91,160.0,45310,0.36,3,28.649315068493152,34.536986301369865,30.945205479452056
70-74,9,94,150.0,46460,0.319,3,33.66027397260274,31.40821917808219,33.74520547945205
70-74,9,95,110.0,39080,0.281,3,31.115068493150684,35.342465753424655,33.05205479452055
70-74,9,0,1410.0,424460,0.331,3,,,
75-79,1,77,80.0,14600,0.569,3,30.12328767123288,35.38904109589041,33.2054794520548
75-79,1,78,80.0,17890,0.43,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,1,92,90.0,17420,0.534,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,1,94,70.0,14600,0.5,3,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,0,700.0,133440,0.522,3,,,
75-79,2,92,50.0,21860,0.22,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,2,93,40.0,16540,0.218,3,35.93150684931507,32.013698630136986,34.78904109589041
75-79,9,78,120.0,38800,0.312,3,27.378082191780823,35.106849315068494,31.126027397260277
75-79,9,91,110.0,32390,0.34,3,28.649315068493152,34.536986301369865,30.945205479452056
75-79,9,92,140.0,39270,0.359,3,33.57260273972603,31.04383561643836,33.69315068493151
75-79,9,0,1080.0,296070,0.365,3,,,
80-84,1,78,60.0,13870,0.411,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,1,93,60.0,10820,0.517,3,35.93150684931507,32.013698630136986,34.78904109589041
80-84,1,94,60.0,11490,0.505,3,33.66027397260274,31.40821917808219,33.74520547945205
80-84,2,75,100.0,29610,0.328,3,36.11232876712329,29.65205479452055,34.893150684931506
80-84,2,0,330.0,146400,0.223,3,,,
80-84,9,78,90.0,32560,0.283,3,27.378082191780823,35.106849315068494,31.126027397260277
80-84,9,0,840.0,247850,0.339,3,,,
85-89,1,92,50.0,9410,0.478,3,33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,93,50.0,6440,0.699,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,95,30.0,5730,0.576,3,31.115068493150684,35.342465753424655,33.05205479452055
85-89,2,75,50.0,24600,0.219,3,36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,77,20.0,11990,0.159,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,2,91,20.0,11890,0.193,3,28.649315068493152,34.536986301369865,30.945205479452056
85-89,2,93,20.0,11760,0.179,3,35.93150684931507,32.013698630136986,34.78904109589041
85-89,9,77,50.0,18490,0.292,3,30.12328767123288,35.38904109589041,33.2054794520548
85-89,9,94,70.0,21690,0.341,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,75,20.0,6180,0.356,3,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,78,10.0,3550,0.31,3,27.378082191780823,35.106849315068494,31.126027397260277
90-94,1,91,,2670,,3,28.649315068493152,34.536986301369865,30.945205479452056
90-94,2,77,,6600,,3,30.12328767123288,35.38904109589041,33.2054794520548
90-94,2,91,10.0,6570,0.168,3,28.649315068493152,34.536986301369865,30.945205479452056
90-94,2,94,10.0,7780,0.154,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,2,0,110.0,66080,0.16,3,,,
90-94,9,77,20.0,9180,0.185,3,30.12328767123288,35.38904109589041,33.2054794520548
90-94,9,94,20.0,10940,0.201,3,33.66027397260274,31.40821917808219,33.74520547945205
90-94,9,95,20.0,7860,0.254,3,31.115068493150684,35.342465753424655,33.05205479452055
90-94,9,0,210.0,93150,0.22,3,,,
95et+,1,77,,690,,3,30.12328767123288,35.38904109589041,33.2054794520548
95et+,1,78,,860,,3,27.378082191780823,35.106849315068494,31.126027397260277
95et+,1,91,,660,,3,28.649315068493152,34.536986301369865,30.945205479452056
95et+,1,92,,1100,,3,33.57260273972603,31.04383561643836,33.69315068493151
95et+,1,0,20.0,6900,0.304,3,,,
95et+,2,78,,3130,,3,27.378082191780823,35.106849315068494,31.126027397260277
95et+,2,95,,2060,,3,31.115068493150684,35.342465753424655,33.05205479452055
30-34,2,78,,47340,,2,27.378082191780823,35.106849315068494,31.126027397260277
30-34,2,94,,52770,,2,33.66027397260274,31.40821917808219,33.74520547945205
30-34,2,0,40.0,463900,0.008,2,,,
30-34,9,93,10.0,113790,0.011,2,35.93150684931507,32.013698630136986,34.78904109589041
30-34,9,94,,95930,,2,33.66027397260274,31.40821917808219,33.74520547945205
35-39,1,75,20.0,74250,0.02,2,36.11232876712329,29.65205479452055,34.893150684931506
35-39,1,91,,40200,,2,28.649315068493152,34.536986301369865,30.945205479452056
35-39,1,94,,44550,,2,33.66027397260274,31.40821917808219,33.74520547945205
35-39,1,0,70.0,396710,0.017,2,,,
35-39,2,93,,60590,,2,35.93150684931507,32.013698630136986,34.78904109589041
35-39,2,94,,51410,,2,33.66027397260274,31.40821917808219,33.74520547945205
35-39,2,95,,46000,,2,31.115068493150684,35.342465753424655,33.05205479452055
35-39,2,0,80.0,446980,0.017,2,,,
35-39,9,75,30.0,154300,0.018,2,36.11232876712329,29.65205479452055,34.893150684931506
35-39,9,95,10.0,86760,0.013,2,31.115068493150684,35.342465753424655,33.05205479452055
40-44,1,78,20.0,46970,0.032,2,27.378082191780823,35.106849315068494,31.126027397260277
40-44,1,93,30.0,52710,0.053,2,35.93150684931507,32.013698630136986,34.78904109589041
40-44,1,95,20.0,40290,0.047,2,31.115068493150684,35.342465753424655,33.05205479452055
40-44,2,75,10.0,73390,0.018,2,36.11232876712329,29.65205479452055,34.893150684931506
40-44,2,78,20.0,50180,0.034,2,27.378082191780823,35.106849315068494,31.126027397260277
40-44,2,94,20.0,47560,0.038,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,2,95,10.0,42310,0.031,2,31.115068493150684,35.342465753424655,33.05205479452055
40-44,9,92,40.0,112710,0.033,2,33.57260273972603,31.04383561643836,33.69315068493151
40-44,9,93,40.0,106030,0.041,2,35.93150684931507,32.013698630136986,34.78904109589041
40-44,9,94,40.0,92080,0.047,2,33.66027397260274,31.40821917808219,33.74520547945205
40-44,9,95,30.0,82600,0.039,2,31.115068493150684,35.342465753424655,33.05205479452055
40-44,9,0,290.0,812810,0.036,2,,,
45-49,1,92,30.0,52020,0.063,2,33.57260273972603,31.04383561643836,33.69315068493151
45-49,1,93,50.0,50540,0.091,2,35.93150684931507,32.013698630136986,34.78904109589041
45-49,1,94,50.0,43790,0.103,2,33.66027397260274,31.40821917808219,33.74520547945205
45-49,1,95,40.0,39810,0.098,2,31.115068493150684,35.342465753424655,33.05205479452055
45-49,2,91,30.0,45260,0.068,2,28.649315068493152,34.536986301369865,30.945205479452056
45-49,9,92,70.0,109520,0.059,2,33.57260273972603,31.04383561643836,33.69315068493151
50-54,1,77,90.0,45750,0.186,2,30.12328767123288,35.38904109589041,33.2054794520548
50-54,1,91,70.0,42170,0.173,2,28.649315068493152,34.536986301369865,30.945205479452056
50-54,1,94,110.0,42450,0.264,2,33.66027397260274,31.40821917808219,33.74520547945205
50-54,2,94,70.0,46450,0.153,2,33.66027397260274,31.40821917808219,33.74520547945205
50-54,2,95,50.0,41230,0.116,2,31.115068493150684,35.342465753424655,33.05205479452055
50-54,2,0,550.0,405690,0.135,2,,,
50-54,9,91,120.0,85920,0.141,2,28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,78,140.0,42510,0.318,2,27.378082191780823,35.106849315068494,31.126027397260277
55-59,1,91,130.0,38380,0.349,2,28.649315068493152,34.536986301369865,30.945205479452056
55-59,1,0,1180.0,340400,0.346,2,,,
55-59,2,78,100.0,45890,0.224,2,27.378082191780823,35.106849315068494,31.126027397260277
55-59,2,91,110.0,40080,0.274,2,28.649315068493152,34.536986301369865,30.945205479452056
55-59,2,94,110.0,42420,0.252,2,33.66027397260274,31.40821917808219,33.74520547945205
55-59,9,75,350.0,125310,0.282,2,36.11232876712329,29.65205479452055,34.893150684931506
55-59,9,91,240.0,78460,0.311,2,28.649315068493152,34.536986301369865,30.945205479452056
55-59,9,92,270.0,91480,0.297,2,33.57260273972603,31.04383561643836,33.69315068493151
60-64,1,94,240.0,32200,0.736,2,33.66027397260274,31.40821917808219,33.74520547945205
60-64,1,95,200.0,30380,0.655,2,31.115068493150684,35.342465753424655,33.05205479452055
60-64,1,0,1930.0,286710,0.674,2,,,
60-64,2,75,260.0,61100,0.417,2,36.11232876712329,29.65205479452055,34.893150684931506
60-64,2,91,130.0,33350,0.39,2,28.649315068493152,34.536986301369865,30.945205479452056
60-64,2,92,170.0,41290,0.417,2,33.57260273972603,31.04383561643836,33.69315068493151
60-64,2,93,130.0,40080,0.334,2,35.93150684931507,32.013698630136986,34.78904109589041
60-64,2,95,130.0,33430,0.395,2,31.115068493150684,35.342465753424655,33.05205479452055
60-64,9,78,380.0,74390,0.514,2,27.378082191780823,35.106849315068494,31.126027397260277
60-64,9,92,390.0,75710,0.514,2,33.57260273972603,31.04383561643836,33.69315068493151
60-64,9,93,410.0,76170,0.537,2,35.93150684931507,32.013698630136986,34.78904109589041
60-64,9,95,330.0,63800,0.519,2,31.115068493150684,35.342465753424655,33.05205479452055
65-69,1,93,320.0,30790,1.043,2,35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,77,160.0,34230,0.467,2,30.12328767123288,35.38904109589041,33.2054794520548
65-69,2,91,130.0,30400,0.424,2,28.649315068493152,34.536986301369865,30.945205479452056
65-69,2,93,170.0,32690,0.52,2,35.93150684931507,32.013698630136986,34.78904109589041
65-69,2,94,170.0,32510,0.535,2,33.66027397260274,31.40821917808219,33.74520547945205
65-69,2,95,120.0,28610,0.433,2,31.115068493150684,35.342465753424655,33.05205479452055
65-69,2,0,1480.0,292190,0.507,2,,,
70-74,1,91,250.0,21250,1.195,2,28.649315068493152,34.536986301369865,30.945205479452056
70-74,1,92,290.0,25080,1.172,2,33.57260273972603,31.04383561643836,33.69315068493151
70-74,2,75,340.0,49820,0.689,2,36.11232876712329,29.65205479452055,34.893150684931506
70-74,2,78,150.0,28740,0.515,2,27.378082191780823,35.106849315068494,31.126027397260277
70-74,2,95,100.0,20380,0.476,2,31.115068493150684,35.342465753424655,33.05205479452055
70-74,9,75,840.0,90510,0.927,2,36.11232876712329,29.65205479452055,34.893150684931506
70-74,9,94,400.0,46460,0.865,2,33.66027397260274,31.40821917808219,33.74520547945205
75-79,1,93,210.0,15020,1.378,2,35.93150684931507,32.013698630136986,34.78904109589041
75-79,1,95,170.0,11970,1.379,2,31.115068493150684,35.342465753424655,33.05205479452055
75-79,2,92,120.0,21860,0.567,2,33.57260273972603,31.04383561643836,33.69315068493151
75-79,9,78,310.0,38800,0.789,2,27.378082191780823,35.106849315068494,31.126027397260277
75-79,9,93,290.0,31560,0.922,2,35.93150684931507,32.013698630136986,34.78904109589041
75-79,9,94,290.0,33150,0.863,2,33.66027397260274,31.40821917808219,33.74520547945205
75-79,9,0,2670.0,296070,0.9,2,,,
80-84,1,77,140.0,10840,1.255,2,30.12328767123288,35.38904109589041,33.2054794520548
80-84,1,0,1250.0,101450,1.234,2,,,
80-84,2,77,70.0,15480,0.426,2,30.12328767123288,35.38904109589041,33.2054794520548
80-84,9,95,190.0,22180,0.852,2,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,77,70.0,6500,1.015,2,30.12328767123288,35.38904109589041,33.2054794520548
85-89,1,78,80.0,8470,0.956,2,27.378082191780823,35.106849315068494,31.126027397260277
85-89,1,92,100.0,9410,1.073,2,33.57260273972603,31.04383561643836,33.69315068493151
85-89,1,93,70.0,6440,1.118,2,35.93150684931507,32.013698630136986,34.78904109589041
85-89,1,95,60.0,5730,1.03,2,31.115068493150684,35.342465753424655,33.05205479452055
85-89,1,0,690.0,64530,1.068,2,,,
85-89,2,75,130.0,24600,0.537,2,36.11232876712329,29.65205479452055,34.893150684931506
85-89,2,77,40.0,11990,0.292,2,30.12328767123288,35.38904109589041,33.2054794520548
85-89,2,92,90.0,17370,0.512,2,33.57260273972603,31.04383561643836,33.69315068493151
85-89,2,95,30.0,10420,0.317,2,31.115068493150684,35.342465753424655,33.05205479452055
85-89,2,0,540.0,116710,0.459,2,,,
85-89,9,75,280.0,37830,0.73,2,36.11232876712329,29.65205479452055,34.893150684931506
85-89,9,77,100.0,18490,0.546,2,30.12328767123288,35.38904109589041,33.2054794520548
85-89,9,94,150.0,21690,0.701,2,33.66027397260274,31.40821917808219,33.74520547945205
90-94,1,75,50.0,6180,0.761,2,36.11232876712329,29.65205479452055,34.893150684931506
90-94,1,77,20.0,2580,0.697,2,30.12328767123288,35.38904109589041,33.2054794520548
90-94,1,78,30.0,3550,0.788,2,27.378082191780823,35.106849315068494,31.126027397260277
90-94,1,94,20.0,3160,0.602,2,33.66027397260274,31.40821917808219,33.74520547945205
90-94,2,78,30.0,8200,0.305,2,27.378082191780823,35.106849315068494,31.126027397260277
90-94,2,95,10.0,5660,0.23,2,31.115068493150684,35.342465753424655,33.05205479452055
90-94,9,75,100.0,21330,0.478,2,36.11232876712329,29.65205479452055,34.893150684931506
90-94,9,93,50.0,8180,0.55,2,35.93150684931507,32.013698630136986,34.78904109589041
90-94,9,94,50.0,10940,0.457,2,33.66027397260274,31.40821917808219,33.74520547945205
90-94,9,0,430.0,93150,0.459,2,,,
95et+,1,75,10.0,1760,0.627,2,36.11232876712329,29.65205479452055,34.893150684931506
95et+,1,94,,730,,2,33.66027397260274,31.40821917808219,33.74520547945205
95et+,1,95,,560,,2,31.115068493150684,35.342465753424655,33.05205479452055
95et+,2,91,,2670,,2,28.649315068493152,34.536986301369865,30.945205479452056
95et+,2,93,,2010,,2,35.93150684931507,32.013698630136986,34.78904109589041
95et+,2,94,10.0,3010,0.365,2,33.66027397260274,31.40821917808219,33.74520547945205
95et+,2,95,,2060,,2,31.115068493150684,35.342465753424655,33.05205479452055
95et+,9,77,,3310,,2,30.12328767123288,35.38904109589041,33.2054794520548
95et+,9,91,10.0,3330,0.361,2,28.649315068493152,34.536986301369865,30.945205479452056
95et+,9,92,20.0,5440,0.35,2,33.57260273972603,31.04383561643836,33.69315068493151
95et+,9,93,,2560,,2,35.93150684931507,32.013698630136986,34.78904109589041
95et+,9,94,10.0,3740,0.374,2,33.66027397260274,31.40821917808219,33.74520547945205
95et+,9,95,,2620,,2,31.115068493150684,35.342465753424655,33.05205479452055
tsage,1,91,1410.0,602920,0.234,2,28.649315068493152,34.536986301369865,30.945205479452056
tsage,1,93,1720.0,734050,0.235,2,35.93150684931507,32.013698630136986,34.78904109589041
tsage,1,94,1530.0,620860,0.246,2,33.66027397260274,31.40821917808219,33.74520547945205
tsage,1,0,13220.0,5555800,0.238,2,,,
tsage,2,78,1030.0,735600,0.14,2,27.378082191780823,35.106849315068494,31.126027397260277
tsage,2,93,900.0,792170,0.113,2,35.93150684931507,32.013698630136986,34.78904109589041
tsage,2,94,1010.0,699410,0.145,2,33.66027397260274,31.40821917808219,33.74520547945205
tsage,2,0,8650.0,6163560,0.14,2,,,
tsage,9,0,21860.0,11719350,0.187,2,,,
00-04,1,75,,54950,,3,36.11232876712329,29.65205479452055,34.893150684931506
00-04,2,94,,45680,,3,33.66027397260274,31.40821917808219,33.74520547945205
00-04,2,0,,388510,,3,,,
00-04,9,75,,107520,,3,36.11232876712329,29.65205479452055,34.893150684931506
00-04,9,78,,92150,,3,27.378082191780823,35.106849315068494,31.126027397260277
00-04,9,93,,127000,,3,35.93150684931507,32.013698630136986,34.78904109589041
00-04,9,94,,93090,,3,33.66027397260274,31.40821917808219,33.74520547945205
05-09,1,78,,50090,,3,27.378082191780823,35.106849315068494,31.126027397260277
05-09,1,91,,45440,,3,28.649315068493152,34.536986301369865,30.945205479452056
05-09,1,93,,60080,,3,35.93150684931507,32.013698630136986,34.78904109589041
05-09,1,94,,45070,,3,33.66027397260274,31.40821917808219,33.74520547945205
05-09,1,0,,397230,,3,,,
05-09,2,77,,46980,,3,30.12328767123288,35.38904109589041,33.2054794520548
05-09,9,75,,97610,,3,36.11232876712329,29.65205479452055,34.893150684931506
05-09,9,91,,88980,,3,28.649315068493152,34.536986301369865,30.945205479452056
05-09,9,0,,777230,,3,,,
10-14,1,78,,47760,,3,27.378082191780823,35.106849315068494,31.126027397260277
10-14,1,93,,52800,,3,35.93150684931507,32.013698630136986,34.78904109589041
10-14,1,95,,42000,,3,31.115068493150684,35.342465753424655,33.05205479452055
10-14,2,77,,45230,,3,30.12328767123288,35.38904109589041,33.2054794520548
10-14,2,78,,46160,,3,27.378082191780823,35.106849315068494,31.126027397260277
10-14,2,94,,39100,,3,33.66027397260274,31.40821917808219,33.74520547945205
10-14,2,95,,40020,,3,31.115068493150684,35.342465753424655,33.05205479452055
10-14,9,92,,91820,,3,33.57260273972603,31.04383561643836,33.69315068493151
10-14,9,94,,79960,,3,33.66027397260274,31.40821917808219,33.74520547945205
15-19,1,93,,45230,,3,35.93150684931507,32.013698630136986,34.78904109589041
15-19,1,95,,37160,,3,31.115068493150684,35.342465753424655,33.05205479452055
15-19,1,0,,332060,,3,,,
